33.75;2938.56;98118.25
30;2911.36;98123.75
62;2914.25;98121.64
95;2917.49;98119.69
126;2919.67;98122.66
158;2922.22;98123.50
191;2923.66;98117.99
223;2925.56;98120.00
254;2926.84;98122.36
287;2928.20;98121.49
319;2929.24;98120.30
352;2930.28;98118.66
384;2931.06;98120.99
415;2931.75;98121.52
448;2932.62;98121.35
480;2933.08;98123.63
512;2933.62;98117.53
544;2934.16;98127.85
576;2934.37;98118.52
609;2934.80;98117.57
641;2935.09;98119.33
672;2935.61;98125.99
705;2936.03;98125.39
737;2936.18;98121.67
769;2936.30;98121.89
801;2936.51;98121.83
833;2936.89;98122.63
866;2936.97;98119.83
898;2937.01;98117.78
929;2937.40;98122.36
962;2937.42;98127.46
994;2937.40;98117.72
1027;2937.57;98119.41
1058;2937.73;98119.49
1090;2937.89;98119.89
1123;2937.89;98119.13
1155;2938.17;98120.94
1187;2938.15;98116.05
1219;2938.15;98119.39
1252;2938.34;98120.07
1284;2938.36;98121.60
1316;2938.42;98123.96
1348;2938.43;98117.77
1380;2938.47;98117.19
1413;2938.60;98118.52
1444;2938.50;98115.57
1477;2938.82;98122.96
1509;2938.91;98114.58
1542;2938.97;98120.33
1573;2938.81;98119.47
1605;2939.22;98124.49
1638;2939.03;98119.39
1670;2938.99;98116.32
1702;2939.09;98114.96
1734;2939.19;98117.38
1767;2939.28;98118.46
1799;2939.35;98120.28
1831;2939.54;98114.08
1863;2939.58;98114.49
1895;2939.29;98118.22
1928;2939.38;98119.72
1959;2939.60;98118.96
1992;2939.55;98116.36
2024;2939.73;98117.36
2057;2939.61;98122.05
2088;2939.73;98121.08
2121;2939.91;98115.55
2153;2939.97;98118.61
2185;2939.82;98118.27
2217;2939.91;98112.92
2249;2939.68;98116.89
2282;2940.03;98121.21
2314;2939.91;98120.24
2347;2939.96;98118.75
2378;2939.91;98118.80
2411;2940.19;98117.21
2443;2940.39;98124.17
2475;2940.28;98121.80
2507;2940.37;98123.49
2539;2940.15;98123.74
2572;2940.19;98120.03
2604;2940.33;98122.07
2636;2940.39;98118.50
2668;2940.53;98122.44
2701;2940.39;98119.66
