298001;645;897
298002;644;897
298003;646;897
298005;646;897
298006;646;897
298008;646;897
298009;646;897
298010;646;870
298012;646;897
298013;646;897
298014;646;897
298016;646;897
298017;646;897
298019;648;897
298020;646;897
298021;648;897
298023;646;897
298024;646;897
298025;646;897
298027;646;897
298028;646;897
298029;648;897
298031;646;897
298032;646;897
298034;645;897
298035;648;897
298036;645;897
298038;646;897
298039;646;897
298040;646;897
298042;646;897
298043;646;897
298045;646;897
298046;646;897
298047;646;897
298049;646;897
298050;645;897
298051;646;897
298053;646;897
298054;646;897
298056;646;897
298057;644;897
298058;646;897
298060;646;897
298061;646;897
298062;646;897
298064;646;897
298065;646;897
