139353;869;897
139355;870;897
139356;868;897
139357;869;897
139359;870;897
139360;869;897
139361;870;897
139363;869;897
139364;868;897
139366;869;897
139367;868;897
139368;897;897
139370;868;897
139371;868;897
139372;868;897
139374;868;897
139375;868;897
139377;869;897
139378;870;897
139379;897;897
139381;868;897
139382;869;897
139383;870;897
139385;869;897
139386;869;897
139388;868;897
139389;869;897
139390;869;897
139392;868;897
139393;869;897
139394;868;897
139396;870;897
139397;868;897
139398;868;897
139400;869;897
139401;869;897
139403;870;897
139404;868;897
139405;868;897
139407;869;897
139408;870;897
139409;896;897
139411;869;897
139412;869;897
139414;868;897
139415;868;897
139416;869;897
139418;869;897
139419;870;897
139420;897;897
139422;869;897
139423;869;897
139425;869;897
139426;868;897
139427;869;897
139429;868;897
139430;868;897
139431;868;897
139433;897;897
139434;869;897
139436;869;897
139437;868;897
139438;868;897
139440;868;897
139441;870;897
139442;869;897
139444;868;897
139445;868;897
139446;868;897
139448;869;897
139449;869;897
139451;869;897
139452;870;897
139453;896;897
139455;870;897
139456;868;897
139457;869;897
139459;868;897
139460;869;897
139462;869;897
139463;869;897
139464;870;897
139466;868;897
139467;869;897
139468;870;897
139470;897;897
139471;869;897
139473;869;897
139474;870;897
139475;868;897
139477;896;897
139478;869;897
139479;869;897
139481;869;897
139482;868;897
139484;869;897
139485;869;897
139486;869;897
139488;868;897
139489;868;897
139490;896;897
139492;869;897
139493;869;897
139494;870;897
139496;870;897
139497;869;897
139499;868;897
139500;869;897
139501;868;897
139503;897;897
139504;869;897
139505;869;897
139507;870;897
139508;897;897
139510;869;897
139511;870;897
139512;869;897
139514;896;897
139515;868;897
139516;869;897
139518;868;897
139519;869;897
139521;868;897
139522;896;897
139523;868;897
139525;869;897
139526;869;897
139527;870;897
139529;869;897
139530;897;897
139532;868;897
139533;870;897
139534;868;897
139536;870;897
139537;870;897
139538;869;897
139540;868;897
139541;868;897
139542;869;897
139544;868;897
139545;870;897
139547;869;897
139548;868;897
139549;869;897
139551;870;897
139552;868;897
139553;869;897
139555;870;897
139556;869;897
139558;869;897
139559;868;897
139560;869;897
139562;869;897
139563;868;897
139564;869;897
139566;870;897
139567;869;897
139569;868;897
139570;868;897
139571;869;897
139573;868;897
139574;869;897
139575;869;897
139577;869;897
139578;868;897
139580;869;898
139581;870;897
139582;896;897
139584;870;897
139585;870;897
139586;870;897
139588;869;897
139589;868;897
139590;870;897
139592;868;897
139593;868;897
139595;869;897
139596;869;897
139597;869;897
139599;869;897
139600;869;897
139601;870;897
139603;869;897
139604;868;897
139606;868;897
139607;868;897
139608;870;897
139610;869;897
139611;868;897
139612;870;897
139614;896;897
139615;868;897
139617;868;897
139618;869;897
139619;869;897
139621;868;897
139622;869;897
139623;868;897
139625;868;897
139626;870;897
139628;896;897
139629;896;897
139630;869;897
139632;897;897
139633;897;897
139634;870;897
139636;868;898
139637;869;897
139638;869;897
139640;896;897
139641;870;897
139643;897;897
139644;870;897
