236407;99;897
236408;99;897
236409;100;897
236411;100;897
236412;98;897
236413;99;897
236415;100;897
236416;99;897
236417;99;897
236419;100;897
236420;100;897
236421;99;897
236423;100;898
236424;100;897
236425;98;897
236427;99;897
236428;98;897
236429;100;897
236431;100;898
236432;100;897
236433;100;897
236435;99;897
236436;99;897
236437;70;897
236439;100;897
236440;99;897
236441;100;897
236443;100;897
236444;100;897
236445;100;897
236447;100;897
236448;99;898
236449;100;897
236451;100;898
236452;99;897
236453;100;897
236455;99;897
236456;100;897
236457;100;897
236459;100;897
236460;99;897
236461;99;897
236463;100;897
236464;100;897
236465;100;897
236467;100;897
236468;100;897
236470;99;897
236471;100;897
236472;99;897
236474;100;897
236475;100;897
236476;99;897
236478;100;897
236479;99;898
236480;100;897
236482;100;897
236483;100;897
236484;100;897
236486;100;897
236487;98;897
236488;100;897
236490;99;898
236491;100;897
236492;99;897
236494;102;897
236495;100;897
236496;100;897
236498;100;898
236499;100;898
236501;100;897
236502;99;897
236503;99;897
236504;100;897
236506;100;897
236507;100;897
236509;99;897
236510;100;897
236511;99;897
236513;100;897
236514;100;897
236515;100;897
236517;100;897
236518;100;897
