311286;100;897
311287;100;897
311289;100;897
311290;100;870
311291;100;897
311293;100;897
311294;100;897
311295;102;897
311297;100;897
311298;100;897
311300;100;897
311301;102;897
311302;100;897
311304;100;897
311305;100;897
311306;100;897
311308;100;897
311309;100;897
311311;100;897
311312;99;897
311313;100;897
311315;102;897
311316;102;897
311317;100;897
311319;100;897
311320;101;897
311321;100;897
311323;100;897
311324;100;897
311326;102;897
311327;99;897
311328;100;868
311330;100;897
311331;102;897
311332;100;897
311334;102;897
311335;100;897
311336;100;897
311338;100;897
311339;100;897
311341;100;897
311342;100;897
311343;100;897
311345;99;897
311346;100;897
311347;100;897
311349;100;897
311350;100;897
311351;100;897
