331903;897;68
331904;897;68
331905;897;67
331907;897;68
331908;897;68
331909;897;68
331910;897;68
331912;897;68
331913;897;68
331914;897;68
331916;897;67
331917;897;68
331918;897;68
331919;897;68
331921;897;68
331922;897;67
331923;897;68
331925;897;68
331926;897;68
331927;897;68
331928;897;68
331930;897;68
331931;897;68
331932;897;68
331934;897;68
331935;897;68
331936;897;68
331937;897;67
331939;897;67
331940;897;68
331941;897;67
331943;897;68
331944;872;68
331945;897;68
331946;897;67
331948;897;68
331949;897;67
331950;897;68
331952;897;68
331953;897;68
331954;897;68
331955;897;68
331957;897;68
331958;897;68
331959;897;68
331961;897;67
331962;897;68
331963;897;68
331964;897;67
